experiment simulation item wn word attachtime
GG-EXP1 37 SUBJECT-REL 13 "STORY" 70 
GG-EXP1 37 OBJECT-REL 1 "THE" 41 
GG-EXP1 37 OBJECT-REL 2 "REPORTER" 37 
GG-EXP1 37 OBJECT-REL 3 "WHO" 10 
GG-EXP1 37 OBJECT-REL 4 "THE" 131 
GG-EXP1 37 OBJECT-REL 5 "PHOTOGRAPHER" 70 
GG-EXP1 37 OBJECT-REL 6 "SENT" 134 
GG-EXP1 37 OBJECT-REL 7 "TO" 47 
GG-EXP1 37 OBJECT-REL 8 "THE" 42 
GG-EXP1 37 OBJECT-REL 9 "EDITOR" 70 
GG-EXP1 37 OBJECT-REL 10 "HOPED" 78 
GG-EXP1 37 OBJECT-REL 11 "FOR" 41 
GG-EXP1 37 OBJECT-REL 12 "THE" 70 
GG-EXP1 37 OBJECT-REL 13 "STORY" 41 
GG-EXP1 38 SUBJECT-REL 1 "THE" 70 
GG-EXP1 38 SUBJECT-REL 2 "REPORTER" 70 
GG-EXP1 38 SUBJECT-REL 3 "WHO" 10 
GG-EXP1 38 SUBJECT-REL 4 "SENT" 70 
GG-EXP1 38 SUBJECT-REL 5 "THE" 31 
GG-EXP1 38 SUBJECT-REL 6 "PHOTOGRAPHER" 70 
GG-EXP1 38 SUBJECT-REL 7 "TO" 38 
GG-EXP1 38 SUBJECT-REL 8 "THE" 70 
GG-EXP1 38 SUBJECT-REL 9 "EDITOR" 45 
GG-EXP1 38 SUBJECT-REL 10 "HOPED" 81 
GG-EXP1 38 SUBJECT-REL 11 "FOR" 42 
GG-EXP1 38 SUBJECT-REL 12 "THE" 44 
GG-EXP1 38 SUBJECT-REL 13 "STORY" 41 
GG-EXP1 38 OBJECT-REL 1 "THE" 70 
GG-EXP1 38 OBJECT-REL 2 "REPORTER" 70 
GG-EXP1 38 OBJECT-REL 3 "WHO" 10 
GG-EXP1 38 OBJECT-REL 4 "THE" 101 
GG-EXP1 38 OBJECT-REL 5 "PHOTOGRAPHER" 43 
GG-EXP1 38 OBJECT-REL 6 "SENT" 118 
GG-EXP1 38 OBJECT-REL 7 "TO" 40 
GG-EXP1 38 OBJECT-REL 8 "THE" 70 
GG-EXP1 38 OBJECT-REL 9 "EDITOR" 70 
GG-EXP1 38 OBJECT-REL 10 "HOPED" 88 
GG-EXP1 38 OBJECT-REL 11 "FOR" 48 
GG-EXP1 38 OBJECT-REL 12 "THE" 39 
GG-EXP1 38 OBJECT-REL 13 "STORY" 47 
GG-EXP1 39 SUBJECT-REL 1 "THE" 70 
GG-EXP1 39 SUBJECT-REL 2 "REPORTER" 48 
GG-EXP1 39 SUBJECT-REL 3 "WHO" 10 
GG-EXP1 39 SUBJECT-REL 4 "SENT" 42 
GG-EXP1 39 SUBJECT-REL 5 "THE" 42 
GG-EXP1 39 SUBJECT-REL 6 "PHOTOGRAPHER" 37 
GG-EXP1 39 SUBJECT-REL 7 "TO" 70 
GG-EXP1 39 SUBJECT-REL 8 "THE" 70 
GG-EXP1 39 SUBJECT-REL 9 "EDITOR" 70 
GG-EXP1 39 SUBJECT-REL 10 "HOPED" 79 
GG-EXP1 39 SUBJECT-REL 11 "FOR" 70 
GG-EXP1 39 SUBJECT-REL 12 "THE" 70 
GG-EXP1 39 SUBJECT-REL 13 "STORY" 56 
GG-EXP1 39 OBJECT-REL 1 "THE" 34 
GG-EXP1 39 OBJECT-REL 2 "REPORTER" 70 
GG-EXP1 39 OBJECT-REL 3 "WHO" 10 
GG-EXP1 39 OBJECT-REL 4 "THE" 82 
GG-EXP1 39 OBJECT-REL 5 "PHOTOGRAPHER" 70 
GG-EXP1 39 OBJECT-REL 6 "SENT" 127 
GG-EXP1 39 OBJECT-REL 7 "TO" 70 
GG-EXP1 39 OBJECT-REL 8 "THE" 70 
GG-EXP1 39 OBJECT-REL 9 "EDITOR" 41 
GG-EXP1 39 OBJECT-REL 10 "HOPED" 102 
GG-EXP1 39 OBJECT-REL 11 "FOR" 46 
GG-EXP1 39 OBJECT-REL 12 "THE" 70 
GG-EXP1 39 OBJECT-REL 13 "STORY" 43 
GG-EXP1 40 SUBJECT-REL 1 "THE" 70 
GG-EXP1 40 SUBJECT-REL 2 "REPORTER" 70 
GG-EXP1 40 SUBJECT-REL 3 "WHO" 10 
GG-EXP1 40 SUBJECT-REL 4 "SENT" 33 
GG-EXP1 40 SUBJECT-REL 5 "THE" 45 
GG-EXP1 40 SUBJECT-REL 6 "PHOTOGRAPHER" 70 
GG-EXP1 40 SUBJECT-REL 7 "TO" 70 
GG-EXP1 40 SUBJECT-REL 8 "THE" 70 
GG-EXP1 40 SUBJECT-REL 9 "EDITOR" 38 
GG-EXP1 40 SUBJECT-REL 10 "HOPED" 87 
GG-EXP1 40 SUBJECT-REL 11 "FOR" 70 
GG-EXP1 40 SUBJECT-REL 12 "THE" 70 
GG-EXP1 40 SUBJECT-REL 13 "STORY" 70 
GG-EXP1 40 OBJECT-REL 1 "THE" 70 
GG-EXP1 40 OBJECT-REL 2 "REPORTER" 29 
GG-EXP1 40 OBJECT-REL 3 "WHO" 10 
GG-EXP1 40 OBJECT-REL 4 "THE" 135 
GG-EXP1 40 OBJECT-REL 5 "PHOTOGRAPHER" 40 
GG-EXP1 40 OBJECT-REL 6 "SENT" 118 
GG-EXP1 40 OBJECT-REL 7 "TO" 35 
GG-EXP1 40 OBJECT-REL 8 "THE" 49 
GG-EXP1 40 OBJECT-REL 9 "EDITOR" 70 
GG-EXP1 40 OBJECT-REL 10 "HOPED" 86 
GG-EXP1 40 OBJECT-REL 11 "FOR" 56 
GG-EXP1 40 OBJECT-REL 12 "THE" 70 
GG-EXP1 40 OBJECT-REL 13 "STORY" 70 
GG-EXP1 41 SUBJECT-REL 1 "THE" 70 
GG-EXP1 41 SUBJECT-REL 2 "REPORTER" 70 
GG-EXP1 41 SUBJECT-REL 3 "WHO" 10 
GG-EXP1 41 SUBJECT-REL 4 "SENT" 70 
GG-EXP1 41 SUBJECT-REL 5 "THE" 70 
GG-EXP1 41 SUBJECT-REL 6 "PHOTOGRAPHER" 52 
GG-EXP1 41 SUBJECT-REL 7 "TO" 39 
GG-EXP1 41 SUBJECT-REL 8 "THE" 43 
GG-EXP1 41 SUBJECT-REL 9 "EDITOR" 47 
GG-EXP1 41 SUBJECT-REL 10 "HOPED" 73 
GG-EXP1 41 SUBJECT-REL 11 "FOR" 70 
GG-EXP1 41 SUBJECT-REL 12 "THE" 43 
GG-EXP1 41 SUBJECT-REL 13 "STORY" 45 
GG-EXP1 41 OBJECT-REL 1 "THE" 70 
GG-EXP1 41 OBJECT-REL 2 "REPORTER" 44 
GG-EXP1 41 OBJECT-REL 3 "WHO" 10 
GG-EXP1 41 OBJECT-REL 4 "THE" 94 
GG-EXP1 41 OBJECT-REL 5 "PHOTOGRAPHER" 70 
GG-EXP1 41 OBJECT-REL 6 "SENT" 136 
GG-EXP1 41 OBJECT-REL 7 "TO" 70 
GG-EXP1 41 OBJECT-REL 8 "THE" 48 
GG-EXP1 41 OBJECT-REL 9 "EDITOR" 70 
GG-EXP1 41 OBJECT-REL 10 "HOPED" 85 
GG-EXP1 41 OBJECT-REL 11 "FOR" 38 
GG-EXP1 41 OBJECT-REL 12 "THE" 70 
GG-EXP1 41 OBJECT-REL 13 "STORY" 70 
GG-EXP1 42 SUBJECT-REL 1 "THE" 40 
GG-EXP1 42 SUBJECT-REL 2 "REPORTER" 32 
GG-EXP1 42 SUBJECT-REL 3 "WHO" 10 
GG-EXP1 42 SUBJECT-REL 4 "SENT" 70 
GG-EXP1 42 SUBJECT-REL 5 "THE" 42 
GG-EXP1 42 SUBJECT-REL 6 "PHOTOGRAPHER" 56 
GG-EXP1 42 SUBJECT-REL 7 "TO" 37 
GG-EXP1 42 SUBJECT-REL 8 "THE" 70 
GG-EXP1 42 SUBJECT-REL 9 "EDITOR" 70 
GG-EXP1 42 SUBJECT-REL 10 "HOPED" 98 
GG-EXP1 42 SUBJECT-REL 11 "FOR" 51 
GG-EXP1 42 SUBJECT-REL 12 "THE" 43 
GG-EXP1 42 SUBJECT-REL 13 "STORY" 70 
GG-EXP1 42 OBJECT-REL 1 "THE" 70 
GG-EXP1 42 OBJECT-REL 2 "REPORTER" 70 
GG-EXP1 42 OBJECT-REL 3 "WHO" 10 
GG-EXP1 42 OBJECT-REL 4 "THE" 99 
GG-EXP1 42 OBJECT-REL 5 "PHOTOGRAPHER" 48 
GG-EXP1 42 OBJECT-REL 6 "SENT" 121 
GG-EXP1 42 OBJECT-REL 7 "TO" 46 
GG-EXP1 42 OBJECT-REL 8 "THE" 70 
GG-EXP1 42 OBJECT-REL 9 "EDITOR" 43 
GG-EXP1 42 OBJECT-REL 10 "HOPED" 88 
GG-EXP1 42 OBJECT-REL 11 "FOR" 44 
GG-EXP1 42 OBJECT-REL 12 "THE" 34 
GG-EXP1 42 OBJECT-REL 13 "STORY" 70 
GG-EXP1 43 SUBJECT-REL 1 "THE" 34 
GG-EXP1 43 SUBJECT-REL 2 "REPORTER" 39 
GG-EXP1 43 SUBJECT-REL 3 "WHO" 10 
GG-EXP1 43 SUBJECT-REL 4 "SENT" 70 
GG-EXP1 43 SUBJECT-REL 5 "THE" 70 
GG-EXP1 43 SUBJECT-REL 6 "PHOTOGRAPHER" 41 
GG-EXP1 43 SUBJECT-REL 7 "TO" 46 
GG-EXP1 43 SUBJECT-REL 8 "THE" 40 
GG-EXP1 43 SUBJECT-REL 9 "EDITOR" 70 
GG-EXP1 43 SUBJECT-REL 10 "HOPED" 44 
GG-EXP1 43 SUBJECT-REL 11 "FOR" 50 
GG-EXP1 43 SUBJECT-REL 12 "THE" 70 
GG-EXP1 43 SUBJECT-REL 13 "STORY" 42 
GG-EXP1 43 OBJECT-REL 1 "THE" 40 
GG-EXP1 43 OBJECT-REL 2 "REPORTER" 37 
GG-EXP1 43 OBJECT-REL 3 "WHO" 10 
GG-EXP1 43 OBJECT-REL 4 "THE" 130 
GG-EXP1 43 OBJECT-REL 5 "PHOTOGRAPHER" 35 
GG-EXP1 43 OBJECT-REL 6 "SENT" 124 
GG-EXP1 43 OBJECT-REL 7 "TO" 33 
GG-EXP1 43 OBJECT-REL 8 "THE" 38 
GG-EXP1 43 OBJECT-REL 9 "EDITOR" 70 
GG-EXP1 43 OBJECT-REL 10 "HOPED" 84 
GG-EXP1 43 OBJECT-REL 11 "FOR" 70 
GG-EXP1 43 OBJECT-REL 12 "THE" 70 
GG-EXP1 43 OBJECT-REL 13 "STORY" 70 
GG-EXP1 44 SUBJECT-REL 1 "THE" 32 
GG-EXP1 44 SUBJECT-REL 2 "REPORTER" 39 
GG-EXP1 44 SUBJECT-REL 3 "WHO" 10 
GG-EXP1 44 SUBJECT-REL 4 "SENT" 40 
GG-EXP1 44 SUBJECT-REL 5 "THE" 39 
GG-EXP1 44 SUBJECT-REL 6 "PHOTOGRAPHER" 70 
GG-EXP1 44 SUBJECT-REL 7 "TO" 27 
GG-EXP1 44 SUBJECT-REL 8 "THE" 70 
GG-EXP1 44 SUBJECT-REL 9 "EDITOR" 70 
GG-EXP1 44 SUBJECT-REL 10 "HOPED" 104 
GG-EXP1 44 SUBJECT-REL 11 "FOR" 37 
GG-EXP1 44 SUBJECT-REL 12 "THE" 46 
GG-EXP1 44 SUBJECT-REL 13 "STORY" 70 
GG-EXP1 44 OBJECT-REL 1 "THE" 38 
GG-EXP1 44 OBJECT-REL 2 "REPORTER" 45 
GG-EXP1 44 OBJECT-REL 3 "WHO" 10 
GG-EXP1 44 OBJECT-REL 4 "THE" 126 
GG-EXP1 44 OBJECT-REL 5 "PHOTOGRAPHER" 41 
GG-EXP1 44 OBJECT-REL 6 "SENT" 116 
GG-EXP1 44 OBJECT-REL 7 "TO" 42 
GG-EXP1 44 OBJECT-REL 8 "THE" 50 
GG-EXP1 44 OBJECT-REL 9 "EDITOR" 43 
GG-EXP1 44 OBJECT-REL 10 "HOPED" 98 
GG-EXP1 44 OBJECT-REL 11 "FOR" 45 
GG-EXP1 44 OBJECT-REL 12 "THE" 70 
GG-EXP1 44 OBJECT-REL 13 "STORY" 70 
GG-EXP1 45 SUBJECT-REL 1 "THE" 43 
GG-EXP1 45 SUBJECT-REL 2 "REPORTER" 37 
GG-EXP1 45 SUBJECT-REL 3 "WHO" 10 
GG-EXP1 45 SUBJECT-REL 4 "SENT" 70 
GG-EXP1 45 SUBJECT-REL 5 "THE" 39 
GG-EXP1 45 SUBJECT-REL 6 "PHOTOGRAPHER" 38 
GG-EXP1 45 SUBJECT-REL 7 "TO" 36 
GG-EXP1 45 SUBJECT-REL 8 "THE" 50 
GG-EXP1 45 SUBJECT-REL 9 "EDITOR" 40 
GG-EXP1 45 SUBJECT-REL 10 "HOPED" 75 
GG-EXP1 45 SUBJECT-REL 11 "FOR" 44 
GG-EXP1 45 SUBJECT-REL 12 "THE" 70 
GG-EXP1 45 SUBJECT-REL 13 "STORY" 70 
GG-EXP1 45 OBJECT-REL 1 "THE" 32 
GG-EXP1 45 OBJECT-REL 2 "REPORTER" 70 
GG-EXP1 45 OBJECT-REL 3 "WHO" 10 
GG-EXP1 45 OBJECT-REL 4 "THE" 141 
GG-EXP1 45 OBJECT-REL 5 "PHOTOGRAPHER" 41 
GG-EXP1 45 OBJECT-REL 6 "SENT" 112 
GG-EXP1 45 OBJECT-REL 7 "TO" 70 
GG-EXP1 45 OBJECT-REL 8 "THE" 70 
GG-EXP1 45 OBJECT-REL 9 "EDITOR" 46 
GG-EXP1 45 OBJECT-REL 10 "HOPED" 91 
GG-EXP1 45 OBJECT-REL 11 "FOR" 44 
GG-EXP1 45 OBJECT-REL 12 "THE" 70 
GG-EXP1 45 OBJECT-REL 13 "STORY" 41 
GG-EXP1 46 SUBJECT-REL 1 "THE" 38 
GG-EXP1 46 SUBJECT-REL 2 "REPORTER" 70 
GG-EXP1 46 SUBJECT-REL 3 "WHO" 10 
GG-EXP1 46 SUBJECT-REL 4 "SENT" 70 
GG-EXP1 46 SUBJECT-REL 5 "THE" 34 
GG-EXP1 46 SUBJECT-REL 6 "PHOTOGRAPHER" 70 
GG-EXP1 46 SUBJECT-REL 7 "TO" 41 
GG-EXP1 46 OBJECT-REL 1 "THE" 70 
GG-EXP1 46 OBJECT-REL 2 "REPORTER" 70 
GG-EXP1 46 OBJECT-REL 3 "WHO" 10 
GG-EXP1 46 OBJECT-REL 4 "THE" 102 
GG-EXP1 46 OBJECT-REL 5 "PHOTOGRAPHER" 45 
GG-EXP1 46 OBJECT-REL 6 "SENT" 105 
GG-EXP1 46 OBJECT-REL 7 "TO" 36 
GG-EXP1 46 OBJECT-REL 8 "THE" 41 
GG-EXP1 46 OBJECT-REL 9 "EDITOR" 70 
GG-EXP1 46 OBJECT-REL 10 "HOPED" 149 
GG-EXP1 46 OBJECT-REL 11 "FOR" 124 
GG-EXP1 46 OBJECT-REL 12 "THE" 37 
GG-EXP1 46 OBJECT-REL 13 "STORY" 49 
GG-EXP1 47 SUBJECT-REL 1 "THE" 48 
GG-EXP1 47 SUBJECT-REL 2 "REPORTER" 45 
GG-EXP1 47 SUBJECT-REL 3 "WHO" 10 
GG-EXP1 47 SUBJECT-REL 4 "SENT" 31 
GG-EXP1 47 SUBJECT-REL 5 "THE" 37 
GG-EXP1 47 SUBJECT-REL 6 "PHOTOGRAPHER" 40 
GG-EXP1 47 SUBJECT-REL 7 "TO" 70 
GG-EXP1 47 SUBJECT-REL 8 "THE" 47 
GG-EXP1 47 SUBJECT-REL 9 "EDITOR" 44 
GG-EXP1 47 SUBJECT-REL 10 "HOPED" 70 
GG-EXP1 47 SUBJECT-REL 11 "FOR" 70 
GG-EXP1 47 SUBJECT-REL 12 "THE" 70 
GG-EXP1 47 SUBJECT-REL 13 "STORY" 38 
GG-EXP1 47 OBJECT-REL 1 "THE" 70 
GG-EXP1 47 OBJECT-REL 2 "REPORTER" 42 
GG-EXP1 47 OBJECT-REL 3 "WHO" 10 
GG-EXP1 47 OBJECT-REL 4 "THE" 89 
GG-EXP1 47 OBJECT-REL 5 "PHOTOGRAPHER" 70 
GG-EXP1 47 OBJECT-REL 6 "SENT" 80 
GG-EXP1 47 OBJECT-REL 7 "TO" 43 
GG-EXP1 47 OBJECT-REL 8 "THE" 70 
GG-EXP1 47 OBJECT-REL 9 "EDITOR" 46 
GG-EXP1 47 OBJECT-REL 10 "HOPED" 71 
GG-EXP1 47 OBJECT-REL 11 "FOR" 70 
GG-EXP1 47 OBJECT-REL 12 "THE" 70 
GG-EXP1 47 OBJECT-REL 13 "STORY" 61 
GG-EXP1 48 SUBJECT-REL 1 "THE" 39 
GG-EXP1 48 SUBJECT-REL 2 "REPORTER" 40 
GG-EXP1 48 SUBJECT-REL 3 "WHO" 10 
GG-EXP1 48 SUBJECT-REL 4 "SENT" 70 
GG-EXP1 48 SUBJECT-REL 5 "THE" 70 
GG-EXP1 48 SUBJECT-REL 6 "PHOTOGRAPHER" 43 
GG-EXP1 48 SUBJECT-REL 7 "TO" 45 
GG-EXP1 48 SUBJECT-REL 8 "THE" 70 
GG-EXP1 48 SUBJECT-REL 9 "EDITOR" 70 
GG-EXP1 48 SUBJECT-REL 10 "HOPED" 87 
GG-EXP1 48 SUBJECT-REL 11 "FOR" 53 
GG-EXP1 48 SUBJECT-REL 12 "THE" 70 
GG-EXP1 48 SUBJECT-REL 13 "STORY" 55 
GG-EXP1 48 OBJECT-REL 1 "THE" 70 
GG-EXP1 48 OBJECT-REL 2 "REPORTER" 70 
GG-EXP1 48 OBJECT-REL 3 "WHO" 10 
GG-EXP1 48 OBJECT-REL 4 "THE" 112 
GG-EXP1 48 OBJECT-REL 5 "PHOTOGRAPHER" 43 
GG-EXP1 48 OBJECT-REL 6 "SENT" 141 
GG-EXP1 48 OBJECT-REL 7 "TO" 37 
GG-EXP1 48 OBJECT-REL 8 "THE" 70 
GG-EXP1 48 OBJECT-REL 9 "EDITOR" 40 
GG-EXP1 48 OBJECT-REL 10 "HOPED" 99 
GG-EXP1 48 OBJECT-REL 11 "FOR" 70 
GG-EXP1 48 OBJECT-REL 12 "THE" 70 
GG-EXP1 48 OBJECT-REL 13 "STORY" 51 
GG-EXP1 49 SUBJECT-REL 1 "THE" 39 
GG-EXP1 49 SUBJECT-REL 2 "REPORTER" 70 
GG-EXP1 49 SUBJECT-REL 3 "WHO" 10 
GG-EXP1 49 SUBJECT-REL 4 "SENT" 70 
GG-EXP1 49 SUBJECT-REL 5 "THE" 36 
GG-EXP1 49 SUBJECT-REL 6 "PHOTOGRAPHER" 70 
GG-EXP1 49 SUBJECT-REL 7 "TO" 37 
GG-EXP1 49 SUBJECT-REL 8 "THE" 70 
GG-EXP1 49 SUBJECT-REL 9 "EDITOR" 70 
GG-EXP1 49 SUBJECT-REL 10 "HOPED" 126 
GG-EXP1 49 SUBJECT-REL 11 "FOR" 43 
GG-EXP1 49 SUBJECT-REL 12 "THE" 40 
GG-EXP1 49 SUBJECT-REL 13 "STORY" 51 
GG-EXP1 49 OBJECT-REL 1 "THE" 70 
GG-EXP1 49 OBJECT-REL 2 "REPORTER" 51 
GG-EXP1 49 OBJECT-REL 3 "WHO" 10 
GG-EXP1 49 OBJECT-REL 4 "THE" 125 
GG-EXP1 49 OBJECT-REL 5 "PHOTOGRAPHER" 45 
GG-EXP1 49 OBJECT-REL 6 "SENT" 146 
GG-EXP1 49 OBJECT-REL 7 "TO" 42 
GG-EXP1 49 OBJECT-REL 8 "THE" 39 
GG-EXP1 49 OBJECT-REL 9 "EDITOR" 37 
GG-EXP1 49 OBJECT-REL 10 "HOPED" 87 
GG-EXP1 49 OBJECT-REL 11 "FOR" 56 
GG-EXP1 49 OBJECT-REL 12 "THE" 44 
GG-EXP1 49 OBJECT-REL 13 "STORY" 70 
GG-EXP1 50 SUBJECT-REL 1 "THE" 70 
GG-EXP1 50 SUBJECT-REL 2 "REPORTER" 38 
GG-EXP1 50 SUBJECT-REL 3 "WHO" 10 
GG-EXP1 50 SUBJECT-REL 4 "SENT" 32 
GG-EXP1 50 SUBJECT-REL 5 "THE" 44 
GG-EXP1 50 SUBJECT-REL 6 "PHOTOGRAPHER" 41 
GG-EXP1 50 SUBJECT-REL 7 "TO" 70 
GG-EXP1 50 SUBJECT-REL 8 "THE" 70 
GG-EXP1 50 SUBJECT-REL 9 "EDITOR" 47 
GG-EXP1 50 SUBJECT-REL 10 "HOPED" 102 
GG-EXP1 50 SUBJECT-REL 11 "FOR" 70 
GG-EXP1 50 SUBJECT-REL 12 "THE" 70 
GG-EXP1 50 SUBJECT-REL 13 "STORY" 41 
GG-EXP1 50 OBJECT-REL 1 "THE" 42 
GG-EXP1 50 OBJECT-REL 2 "REPORTER" 70 
GG-EXP1 50 OBJECT-REL 3 "WHO" 10 
GG-EXP1 50 OBJECT-REL 4 "THE" 138 
GG-EXP1 50 OBJECT-REL 5 "PHOTOGRAPHER" 34 
GG-EXP1 50 OBJECT-REL 6 "SENT" 136 
GG-EXP1 50 OBJECT-REL 7 "TO" 70 
GG-EXP1 50 OBJECT-REL 8 "THE" 70 
GG-EXP1 50 OBJECT-REL 9 "EDITOR" 41 
GG-EXP1 50 OBJECT-REL 10 "HOPED" 93 
GG-EXP1 50 OBJECT-REL 11 "FOR" 70 
GG-EXP1 50 OBJECT-REL 12 "THE" 70 
GG-EXP1 50 OBJECT-REL 13 "STORY" 35 
