experiment simulation item wn word enctime ecc freq1
GG-EXP1 19 SUBJECT-REL 10 "hoped" 31 2.9428694448084918D0 0.0037 
GG-EXP1 19 SUBJECT-REL 11 "for" 31 1.905744647703118D0 0.0037 
GG-EXP1 19 SUBJECT-REL 12 "the" 40 3.417006999257813D0 0.0037 
GG-EXP1 19 SUBJECT-REL 13 "story" 93 5.620567597929776D0 0.0037 
GG-EXP1 19 SUBJECT-REL 14 "*" 22 1.4914780195534179D0 0.0037 
GG-EXP1 19 OBJECT-REL 1 "the" 18 1.156352517149576D0 0.0037 
GG-EXP1 19 OBJECT-REL 2 "reporter" 79 4.418725142348673D0 0.0037 
GG-EXP1 19 OBJECT-REL 3 "who" 28 1.7134328430126171D0 0.0037 
GG-EXP1 19 OBJECT-REL 4 "the" 31 1.9642246627105395D0 0.0037 
GG-EXP1 19 OBJECT-REL 3 "who" 34 2.486136906679271D0 0.0037 
GG-EXP1 19 OBJECT-REL 4 "the" 30 2.24401257534549D0 0.0037 
GG-EXP1 19 OBJECT-REL 5 "photographer" 41 2.884834512903447D0 0.0037 
GG-EXP1 19 OBJECT-REL 6 "sent" 145 6.780388500128426D0 0.0037 
GG-EXP1 19 OBJECT-REL 7 "to" 29 2.1286592305045606D0 0.0037 
GG-EXP1 19 OBJECT-REL 6 "sent" 22 2.0039641043772907D0 0.0037 
GG-EXP1 19 OBJECT-REL 7 "to" 31 2.220687623986635D0 0.0037 
GG-EXP1 19 OBJECT-REL 8 "the" 27 3.122716423145019D0 0.0037 
GG-EXP1 19 OBJECT-REL 9 "editor" 86 5.199586236695399D0 0.0037 
GG-EXP1 19 OBJECT-REL 10 "hoped" 32 2.0675386647355496D0 0.0037 
GG-EXP1 19 OBJECT-REL 11 "for" 65 3.7491799413906595D0 0.0037 
GG-EXP1 19 OBJECT-REL 9 "editor" 11 0.5246214620130152D0 0.0037 
GG-EXP1 19 OBJECT-REL 11 "for" 53 3.741976481713552D0 0.0037 
GG-EXP1 19 OBJECT-REL 12 "the" 30 1.9355576444108977D0 0.0037 
GG-EXP1 19 OBJECT-REL 13 "story" 39 3.019702606529845D0 0.0037 
GG-EXP1 19 OBJECT-REL 10 "hoped" 25 1.2704148375144904D0 0.0037 
GG-EXP1 19 OBJECT-REL 13 "story" 41 3.9641449533873825D0 0.0037 
GG-EXP1 19 OBJECT-REL 14 "*" 89 5.143085909542099D0 0.0037 
GG-EXP1 20 SUBJECT-REL 1 "the" 15 1.3668146031705102D0 0.0037 
GG-EXP1 20 SUBJECT-REL 2 "reporter" 52 3.793973344598947D0 0.0037 
GG-EXP1 20 SUBJECT-REL 3 "who" 117 6.197323075814196D0 0.0037 
GG-EXP1 20 SUBJECT-REL 4 "sent" 27 1.7633001238884605D0 0.0037 
GG-EXP1 20 SUBJECT-REL 5 "the" 15 1.5269841845611243D0 0.0037 
GG-EXP1 20 SUBJECT-REL 6 "photographer" 52 3.693947745772854D0 0.0037 
GG-EXP1 20 SUBJECT-REL 7 "to" 220 7.286628674694406D0 0.0037 
GG-EXP1 20 SUBJECT-REL 7 "to" 15 0.4662878409114494D0 0.0037 
GG-EXP1 20 SUBJECT-REL 8 "the" 20 1.6829414064854538D0 0.0037 
GG-EXP1 20 SUBJECT-REL 9 "editor" 60 4.030796089245997D0 0.0037 
GG-EXP1 20 SUBJECT-REL 10 "hoped" 22 2.3167386715677547D0 0.0037 
GG-EXP1 20 SUBJECT-REL 11 "for" 64 3.796108081197155D0 0.0037 
GG-EXP1 20 SUBJECT-REL 12 "the" 23 1.8827662363240925D0 0.0037 
GG-EXP1 20 SUBJECT-REL 13 "story" 36 3.824553502395043D0 0.0037 
GG-EXP1 20 SUBJECT-REL 14 "*" 117 5.1888498636708045D0 0.0037 
GG-EXP1 20 OBJECT-REL 1 "the" 16 1.3540803569418018D0 0.0037 
GG-EXP1 20 OBJECT-REL 2 "reporter" 46 3.570068330235651D0 0.0037 
GG-EXP1 20 OBJECT-REL 3 "who" 150 6.487392921120007D0 0.0037 
GG-EXP1 20 OBJECT-REL 4 "the" 22 1.1023277829439135D0 0.0037 
GG-EXP1 20 OBJECT-REL 5 "photographer" 82 4.735353841724487D0 0.0037 
GG-EXP1 20 OBJECT-REL 3 "who" 15 0.33721764263061516D0 0.0037 
GG-EXP1 20 OBJECT-REL 4 "the" 24 1.2364885951880469D0 0.0037 
GG-EXP1 20 OBJECT-REL 5 "photographer" 63 3.857114320251257D0 0.0037 
GG-EXP1 20 OBJECT-REL 6 "sent" 28 3.022572614817877D0 0.0037 
GG-EXP1 20 OBJECT-REL 7 "to" 69 4.192821522838908D0 0.0037 
GG-EXP1 20 OBJECT-REL 5 "photographer" 17 0.46633158054660145D0 0.0037 
GG-EXP1 20 OBJECT-REL 7 "to" 91 4.566034340012683D0 0.0037 
GG-EXP1 20 OBJECT-REL 8 "the" 22 1.1750972675160132D0 0.0037 
GG-EXP1 20 OBJECT-REL 9 "editor" 24 2.411149362575396D0 0.0037 
GG-EXP1 20 OBJECT-REL 10 "hoped" 92 4.940022779143972D0 0.0037 
GG-EXP1 20 OBJECT-REL 11 "for" 26 1.4696191780375352D0 0.0037 
GG-EXP1 20 OBJECT-REL 12 "the" 31 3.0196626340173403D0 0.0037 
GG-EXP1 20 OBJECT-REL 10 "hoped" 13 0.3835821847702041D0 0.0037 
GG-EXP1 20 OBJECT-REL 12 "the" 35 2.8942677995595854D0 0.0037 
GG-EXP1 20 OBJECT-REL 13 "story" 73 4.796907897525561D0 0.0037 
GG-EXP1 20 OBJECT-REL 14 "*" 13 1.3564650347929572D0 0.0037 
GG-EXP1 21 SUBJECT-REL 1 "the" 24 1.4038809096610907D0 0.0037 
GG-EXP1 21 SUBJECT-REL 2 "reporter" 52 4.202482849305696D0 0.0037 
GG-EXP1 21 SUBJECT-REL 3 "who" 15 1.251387667333957D0 0.0037 
GG-EXP1 21 SUBJECT-REL 4 "sent" 44 3.5313631338284703D0 0.0037 
GG-EXP1 21 SUBJECT-REL 2 "reporter" 10 0.35636945811984905D0 0.0037 
GG-EXP1 21 SUBJECT-REL 4 "sent" 59 3.8576458338663975D0 0.0037 
GG-EXP1 21 SUBJECT-REL 5 "the" 19 1.8588696638480084D0 0.0037 
GG-EXP1 21 SUBJECT-REL 6 "photographer" 49 4.227677096163899D0 0.0037 
GG-EXP1 21 SUBJECT-REL 7 "to" 45 3.612189623070322D0 0.0037 
GG-EXP1 21 SUBJECT-REL 8 "the" 16 0.7952160372887989D0 0.0037 
GG-EXP1 21 SUBJECT-REL 9 "editor" 45 3.504986271753796D0 0.0037 
GG-EXP1 21 SUBJECT-REL 10 "hoped" 94 5.53220646460308D0 0.0037 
GG-EXP1 21 SUBJECT-REL 11 "for" 31 2.3415301770790355D0 0.0037 
GG-EXP1 21 SUBJECT-REL 12 "the" 18 1.0012645961685591D0 0.0037 
GG-EXP1 21 SUBJECT-REL 13 "story" 52 3.164972644152827D0 0.0037 
GG-EXP1 21 SUBJECT-REL 14 "*" 73 4.20670859417914D0 0.0037 
GG-EXP1 21 OBJECT-REL 1 "the" 20 1.3607001459674293D0 0.0037 
GG-EXP1 21 OBJECT-REL 2 "reporter" 46 2.9467670046735743D0 0.0037 
GG-EXP1 21 OBJECT-REL 3 "who" 32 2.0215829294975314D0 0.0037 
GG-EXP1 21 OBJECT-REL 4 "the" 26 1.6993637698797919D0 0.0037 
GG-EXP1 21 OBJECT-REL 3 "who" 27 2.1870848288245623D0 0.0037 
GG-EXP1 21 OBJECT-REL 4 "the" 18 1.810340976352093D0 0.0037 
GG-EXP1 21 OBJECT-REL 5 "photographer" 53 3.520409306399698D0 0.0037 
GG-EXP1 21 OBJECT-REL 6 "sent" 39 3.528287483842305D0 0.0037 
GG-EXP1 21 OBJECT-REL 7 "to" 16 0.961159171873148D0 0.0037 
GG-EXP1 21 OBJECT-REL 6 "sent" 17 0.5426399512929967D0 0.0037 
GG-EXP1 21 OBJECT-REL 7 "to" 22 1.1618474623723616D0 0.0037 
GG-EXP1 21 OBJECT-REL 8 "the" 30 2.3709512102050923D0 0.0037 
GG-EXP1 21 OBJECT-REL 9 "editor" 18 2.1181327787348208D0 0.0037 
GG-EXP1 21 OBJECT-REL 10 "hoped" 20 1.8549647154755564D0 0.0037 
GG-EXP1 21 OBJECT-REL 11 "for" 64 4.70191501199254D0 0.0037 
GG-EXP1 21 OBJECT-REL 9 "editor" 13 0.12011404519150717D0 0.0037 
GG-EXP1 21 OBJECT-REL 11 "for" 94 4.769644001712862D0 0.0037 
GG-EXP1 21 OBJECT-REL 12 "the" 11 0.8390521595192851D0 0.0037 
GG-EXP1 21 OBJECT-REL 13 "story" 32 3.2029781745428876D0 0.0037 
GG-EXP1 21 OBJECT-REL 14 "*" 19 1.4595976652013947D0 0.0037 
GG-EXP1 22 SUBJECT-REL 1 "the" 16 1.426556618143777D0 0.0037 
GG-EXP1 22 SUBJECT-REL 2 "reporter" 30 2.4320847436313517D0 0.0037 
GG-EXP1 22 SUBJECT-REL 3 "who" 27 2.2717499627176316D0 0.0037 
GG-EXP1 22 SUBJECT-REL 4 "sent" 33 1.9535100025454024D0 0.0037 
GG-EXP1 22 SUBJECT-REL 5 "the" 16 1.5176114752760919D0 0.0037 
GG-EXP1 22 SUBJECT-REL 6 "photographer" 54 4.948214745989253D0 0.0037 
GG-EXP1 22 SUBJECT-REL 7 "to" 43 2.9731425036358514D0 0.0037 
GG-EXP1 22 SUBJECT-REL 8 "the" 72 4.096943330732635D0 0.0037 
GG-EXP1 22 SUBJECT-REL 9 "editor" 28 1.9752695892413146D0 0.0037 
GG-EXP1 22 SUBJECT-REL 10 "hoped" 74 4.757550302346703D0 0.0037 
GG-EXP1 22 SUBJECT-REL 11 "for" 19 1.51871321931864D0 0.0037 
GG-EXP1 22 SUBJECT-REL 12 "the" 40 2.97677673105433D0 0.0037 
GG-EXP1 22 SUBJECT-REL 13 "story" 66 4.890897417752094D0 0.0037 
GG-EXP1 22 SUBJECT-REL 14 "*" 16 1.552204861847571D0 0.0037 
GG-EXP1 22 OBJECT-REL 1 "the" 14 1.335459842067806D0 0.0037 
GG-EXP1 22 OBJECT-REL 2 "reporter" 68 3.915499286256405D0 0.0037 
GG-EXP1 22 OBJECT-REL 3 "who" 119 6.0337200227961585D0 0.0037 
GG-EXP1 22 OBJECT-REL 4 "the" 16 1.493199363988059D0 0.0037 
GG-EXP1 22 OBJECT-REL 5 "photographer" 94 4.848240454328762D0 0.0037 
GG-EXP1 22 OBJECT-REL 2 "reporter" 22 2.1464105621622562D0 0.0037 
GG-EXP1 22 OBJECT-REL 3 "who" 32 2.6101144009599677D0 0.0037 
GG-EXP1 22 OBJECT-REL 4 "the" 15 1.2900215847243257D0 0.0037 
GG-EXP1 22 OBJECT-REL 5 "photographer" 41 3.37134035381208D0 0.0037 
GG-EXP1 22 OBJECT-REL 6 "sent" 33 3.0791347463935663D0 0.0037 
GG-EXP1 22 OBJECT-REL 7 "to" 63 3.8289313504793445D0 0.0037 
GG-EXP1 22 OBJECT-REL 8 "the" 24 2.008487399300732D0 0.0037 
GG-EXP1 22 OBJECT-REL 9 "editor" 21 2.14953216491615D0 0.0037 
GG-EXP1 22 OBJECT-REL 10 "hoped" 75 4.518628428662897D0 0.0037 
GG-EXP1 22 OBJECT-REL 11 "for" 27 1.7707164187563418D0 0.0037 
GG-EXP1 22 OBJECT-REL 12 "the" 53 3.7037904877277046D0 0.0037 
GG-EXP1 22 OBJECT-REL 13 "story" 64 4.994833356201423D0 0.0037 
GG-EXP1 22 OBJECT-REL 14 "*" 21 1.5854581566252197D0 0.0037 
GG-EXP1 23 SUBJECT-REL 1 "the" 19 1.326420163302293D0 0.0037 
GG-EXP1 23 SUBJECT-REL 2 "reporter" 64 3.7628141362175267D0 0.0037 
GG-EXP1 23 SUBJECT-REL 3 "who" 24 2.849891113565005D0 0.0037 
GG-EXP1 23 SUBJECT-REL 4 "sent" 24 1.5747084651766416D0 0.0037 
GG-EXP1 23 SUBJECT-REL 5 "the" 43 3.116525841696078D0 0.0037 
GG-EXP1 23 SUBJECT-REL 6 "photographer" 36 3.275970276560333D0 0.0037 
GG-EXP1 23 SUBJECT-REL 7 "to" 44 3.130674899511281D0 0.0037 
GG-EXP1 23 SUBJECT-REL 8 "the" 17 1.1412956395631702D0 0.0037 
GG-EXP1 23 SUBJECT-REL 9 "editor" 50 3.084412973111058D0 0.0037 
GG-EXP1 23 SUBJECT-REL 10 "hoped" 40 2.8263648622255557D0 0.0037 
GG-EXP1 23 SUBJECT-REL 11 "for" 26 1.5146691444233622D0 0.0037 
GG-EXP1 23 SUBJECT-REL 12 "the" 47 3.345714038818669D0 0.0037 
GG-EXP1 23 SUBJECT-REL 13 "story" 28 1.8407862228411997D0 0.0037 
GG-EXP1 23 SUBJECT-REL 14 "*" 64 3.7917288127616486D0 0.0037 
GG-EXP1 23 OBJECT-REL 1 "the" 28 1.563042815537998D0 0.0037 
GG-EXP1 23 OBJECT-REL 2 "reporter" 65 4.277338407879276D0 0.0037 
GG-EXP1 23 OBJECT-REL 3 "who" 31 2.110841528252236D0 0.0037 
GG-EXP1 23 OBJECT-REL 4 "the" 15 1.29170029603746D0 0.0037 
GG-EXP1 23 OBJECT-REL 3 "who" 15 1.5782644068502392D0 0.0037 
GG-EXP1 23 OBJECT-REL 4 "the" 12 0.2826726727605603D0 0.0037 
GG-EXP1 23 OBJECT-REL 5 "photographer" 27 2.9978541685718985D0 0.0037 
GG-EXP1 23 OBJECT-REL 6 "sent" 142 6.62170234546771D0 0.0037 
GG-EXP1 23 OBJECT-REL 7 "to" 24 1.525837414582989D0 0.0037 
GG-EXP1 23 OBJECT-REL 8 "the" 37 3.25185693933806D0 0.0037 
GG-EXP1 23 OBJECT-REL 9 "editor" 51 3.6565041197879653D0 0.0037 
GG-EXP1 23 OBJECT-REL 10 "hoped" 146 7.408946936169036D0 0.0037 
GG-EXP1 23 OBJECT-REL 11 "for" 24 1.5901796324161324D0 0.0037 
GG-EXP1 23 OBJECT-REL 12 "the" 42 2.868138814266846D0 0.0037 
GG-EXP1 23 OBJECT-REL 13 "story" 27 1.8118225027407528D0 0.0037 
GG-EXP1 23 OBJECT-REL 14 "*" 43 3.5956839485558154D0 0.0037 
GG-EXP1 24 SUBJECT-REL 1 "the" 21 1.5645076548266557D0 0.0037 
GG-EXP1 24 SUBJECT-REL 2 "reporter" 65 4.1794883323800445D0 0.0037 
GG-EXP1 24 SUBJECT-REL 3 "who" 20 1.9311194293703846D0 0.0037 
GG-EXP1 24 SUBJECT-REL 4 "sent" 22 1.8064060108691473D0 0.0037 
GG-EXP1 24 SUBJECT-REL 5 "the" 55 3.5358856536267487D0 0.0037 
GG-EXP1 24 SUBJECT-REL 6 "photographer" 32 3.5483419023525524D0 0.0037 
GG-EXP1 24 SUBJECT-REL 7 "to" 26 1.9009379264173183D0 0.0037 
GG-EXP1 24 SUBJECT-REL 8 "the" 23 2.079880908403751D0 0.0037 
GG-EXP1 24 SUBJECT-REL 9 "editor" 40 4.010002826360608D0 0.0037 
GG-EXP1 24 SUBJECT-REL 10 "hoped" 25 2.5218436747691073D0 0.0037 
GG-EXP1 24 SUBJECT-REL 11 "for" 27 1.9984140460990079D0 0.0037 
GG-EXP1 24 SUBJECT-REL 12 "the" 22 1.5108243776421317D0 0.0037 
GG-EXP1 24 SUBJECT-REL 13 "story" 17 1.7969043326218124D0 0.0037 
GG-EXP1 24 SUBJECT-REL 14 "*" 33 3.3011835911755707D0 0.0037 
GG-EXP1 24 OBJECT-REL 1 "the" 22 1.2738957900463295D0 0.0037 
GG-EXP1 24 OBJECT-REL 2 "reporter" 45 3.7529039273125937D0 0.0037 
GG-EXP1 24 OBJECT-REL 3 "who" 27 2.3266737370136026D0 0.0037 
GG-EXP1 24 OBJECT-REL 4 "the" 15 1.5315879268059935D0 0.0037 
GG-EXP1 24 OBJECT-REL 5 "photographer" 55 4.8531771588351145D0 0.0037 
GG-EXP1 24 OBJECT-REL 2 "reporter" 37 2.360706578680691D0 0.0037 
GG-EXP1 24 OBJECT-REL 3 "who" 30 2.5543984023034394D0 0.0037 
GG-EXP1 24 OBJECT-REL 4 "the" 63 3.926265067886985D0 0.0037 
GG-EXP1 24 OBJECT-REL 5 "photographer" 41 3.2216428479784023D0 0.0037 
GG-EXP1 24 OBJECT-REL 6 "sent" 29 2.521616194633331D0 0.0037 
GG-EXP1 24 OBJECT-REL 7 "to" 65 4.5326256217783945D0 0.0037 
GG-EXP1 24 OBJECT-REL 8 "the" 21 1.6617589666909518D0 0.0037 
GG-EXP1 24 OBJECT-REL 9 "editor" 37 3.741909381302391D0 0.0037 
GG-EXP1 24 OBJECT-REL 10 "hoped" 26 2.199917563984879D0 0.0037 
GG-EXP1 24 OBJECT-REL 11 "for" 62 4.267258213116066D0 0.0037 
GG-EXP1 24 OBJECT-REL 12 "the" 88 5.016106014695999D0 0.0037 
GG-EXP1 24 OBJECT-REL 13 "story" 38 2.482930698459028D0 0.0037 
GG-EXP1 24 OBJECT-REL 14 "*" 69 3.964808195888903D0 0.0037 
GG-EXP1 25 SUBJECT-REL 1 "the" 22 1.2844431058626617D0 0.0037 
GG-EXP1 25 SUBJECT-REL 2 "reporter" 30 3.2390167471949245D0 0.0037 
GG-EXP1 25 SUBJECT-REL 3 "who" 26 3.032457546402056D0 0.0037 
GG-EXP1 25 SUBJECT-REL 4 "sent" 20 1.6989810634012446D0 0.0037 
GG-EXP1 25 SUBJECT-REL 5 "the" 44 3.383722838107519D0 0.0037 
GG-EXP1 25 SUBJECT-REL 6 "photographer" 236 7.1086572740859095D0 0.0037 
GG-EXP1 25 SUBJECT-REL 6 "photographer" 18 0.7206724608568238D0 0.0037 
GG-EXP1 25 SUBJECT-REL 7 "to" 31 2.4190081900739053D0 0.0037 
GG-EXP1 25 SUBJECT-REL 6 "photographer" 11 0.7008802166205511D0 0.0037 
GG-EXP1 25 SUBJECT-REL 7 "to" 27 2.3278337571819225D0 0.0037 
GG-EXP1 25 SUBJECT-REL 8 "the" 38 3.3605353842859538D0 0.0037 
GG-EXP1 25 SUBJECT-REL 9 "editor" 34 2.126588315549725D0 0.0037 
GG-EXP1 25 SUBJECT-REL 10 "hoped" 49 4.5118296544835745D0 0.0037 
GG-EXP1 25 SUBJECT-REL 11 "for" 573 9.354351352035515D0 0.0037 
GG-EXP1 25 SUBJECT-REL 11 "for" 30 2.626600908079819D0 0.0037 
GG-EXP1 25 SUBJECT-REL 12 "the" 24 1.5141025915157922D0 0.0037 
GG-EXP1 25 SUBJECT-REL 13 "story" 32 1.999031708495782D0 0.0037 
GG-EXP1 25 SUBJECT-REL 14 "*" 68 3.959301033041006D0 0.0037 
GG-EXP1 25 OBJECT-REL 1 "the" 19 1.5698045978156197D0 0.0037 
GG-EXP1 25 OBJECT-REL 2 "reporter" 57 3.587694866612049D0 0.0037 
GG-EXP1 25 OBJECT-REL 3 "who" 26 2.848489600126902D0 0.0037 
GG-EXP1 25 OBJECT-REL 4 "the" 23 1.2692564102257982D0 0.0037 
GG-EXP1 25 OBJECT-REL 5 "photographer" 48 3.909979633452878D0 0.0037 
GG-EXP1 25 OBJECT-REL 3 "who" 12 0.413755684697549D0 0.0037 
GG-EXP1 25 OBJECT-REL 4 "the" 22 1.2411327724090249D0 0.0037 
GG-EXP1 25 OBJECT-REL 5 "photographer" 48 3.290090166920615D0 0.0037 
GG-EXP1 25 OBJECT-REL 6 "sent" 46 3.0971678419549953D0 0.0037 
GG-EXP1 25 OBJECT-REL 7 "to" 92 4.806725577227401D0 0.0037 
GG-EXP1 25 OBJECT-REL 8 "the" 24 1.595411346781167D0 0.0037 
GG-EXP1 25 OBJECT-REL 9 "editor" 38 4.061712402469072D0 0.0037 
GG-EXP1 25 OBJECT-REL 10 "hoped" 18 1.3959857187775357D0 0.0037 
GG-EXP1 25 OBJECT-REL 11 "for" 40 3.666540381322733D0 0.0037 
GG-EXP1 25 OBJECT-REL 9 "editor" 16 0.6900047829214518D0 0.0037 
GG-EXP1 25 OBJECT-REL 11 "for" 58 3.67431089262105D0 0.0037 
GG-EXP1 25 OBJECT-REL 12 "the" 77 4.939611611258939D0 0.0037 
GG-EXP1 25 OBJECT-REL 13 "story" 32 1.9461267221124996D0 0.0037 
GG-EXP1 25 OBJECT-REL 14 "*" 21 1.3685000065575068D0 0.0037 
GG-EXP1 26 SUBJECT-REL 1 "the" 24 1.302648110994857D0 0.0037 
GG-EXP1 26 SUBJECT-REL 2 "reporter" 52 3.2922251993011264D0 0.0037 
GG-EXP1 26 SUBJECT-REL 3 "who" 108 6.122343449474919D0 0.0037 
GG-EXP1 26 SUBJECT-REL 4 "sent" 23 1.8388304258713168D0 0.0037 
GG-EXP1 26 SUBJECT-REL 5 "the" 34 2.2107052409248955D0 0.0037 
GG-EXP1 26 SUBJECT-REL 6 "photographer" 28 2.5597816041529105D0 0.0037 
GG-EXP1 26 SUBJECT-REL 7 "to" 25 2.85816419108221D0 0.0037 
GG-EXP1 26 SUBJECT-REL 8 "the" 20 1.3769761368096918D0 0.0037 
GG-EXP1 26 SUBJECT-REL 9 "editor" 66 4.124094548365408D0 0.0037 
GG-EXP1 26 SUBJECT-REL 10 "hoped" 20 2.059169770525183D0 0.0037 
GG-EXP1 26 SUBJECT-REL 11 "for" 42 3.2142074118245625D0 0.0037 
GG-EXP1 26 SUBJECT-REL 9 "editor" 11 0.5808635493553544D0 0.0037 
GG-EXP1 26 SUBJECT-REL 11 "for" 54 4.454572027301702D0 0.0037 
GG-EXP1 26 SUBJECT-REL 12 "the" 129 5.438449147932003D0 0.0037 
GG-EXP1 26 SUBJECT-REL 13 "story" 24 1.7487885659859461D0 0.0037 
GG-EXP1 26 SUBJECT-REL 14 "*" 25 1.7364971921472074D0 0.0037 
GG-EXP1 26 OBJECT-REL 1 "the" 14 1.234834825073293D0 0.0037 
GG-EXP1 26 OBJECT-REL 2 "reporter" 45 3.6727963034247932D0 0.0037 
GG-EXP1 26 OBJECT-REL 3 "who" 26 2.35009981602127D0 0.0037 
GG-EXP1 26 OBJECT-REL 4 "the" 62 4.675480422848122D0 0.0037 
GG-EXP1 26 OBJECT-REL 5 "photographer" 42 3.0449009071778774D0 0.0037 
GG-EXP1 26 OBJECT-REL 3 "who" 22 2.157784327424143D0 0.0037 
GG-EXP1 26 OBJECT-REL 4 "the" 14 1.565309818214D0 0.0037 
GG-EXP1 26 OBJECT-REL 5 "photographer" 88 4.523226953917671D0 0.0037 
GG-EXP1 26 OBJECT-REL 6 "sent" 42 3.5781731418177802D0 0.0037 
GG-EXP1 26 OBJECT-REL 7 "to" 64 4.910416042893056D0 0.0037 
GG-EXP1 26 OBJECT-REL 4 "the" 30 2.873021519327673D0 0.0037 
GG-EXP1 26 OBJECT-REL 7 "to" 89 5.0253276816538985D0 0.0037 
GG-EXP1 26 OBJECT-REL 8 "the" 21 1.2032023196708521D0 0.0037 
GG-EXP1 26 OBJECT-REL 9 "editor" 33 2.9273843247186764D0 0.0037 
GG-EXP1 26 OBJECT-REL 10 "hoped" 161 6.018825365462971D0 0.0037 
GG-EXP1 26 OBJECT-REL 11 "for" 18 1.4047755450352808D0 0.0037 
GG-EXP1 26 OBJECT-REL 12 "the" 14 1.548429282178348D0 0.0037 
GG-EXP1 26 OBJECT-REL 13 "story" 45 3.5438908349492024D0 0.0037 
GG-EXP1 26 OBJECT-REL 14 "*" 27 1.878947878709784D0 0.0037 
GG-EXP1 27 SUBJECT-REL 1 "the" 19 1.5330526577131278D0 0.0037 
GG-EXP1 27 SUBJECT-REL 2 "reporter" 45 4.412783559326158D0 0.0037 
GG-EXP1 27 SUBJECT-REL 3 "who" 25 1.7986868238559626D0 0.0037 
GG-EXP1 27 SUBJECT-REL 4 "sent" 26 1.4895963327030666D0 0.0037 
GG-EXP1 27 SUBJECT-REL 5 "the" 35 3.4820943690249617D0 0.0037 
GG-EXP1 27 SUBJECT-REL 6 "photographer" 34 3.0006103416075467D0 0.0037 
GG-EXP1 27 SUBJECT-REL 7 "to" 29 2.6149329665307466D0 0.0037 
GG-EXP1 27 SUBJECT-REL 8 "the" 84 4.679204090408629D0 0.0037 
GG-EXP1 27 SUBJECT-REL 9 "editor" 29 1.7523101239532806D0 0.0037 
GG-EXP1 27 SUBJECT-REL 10 "hoped" 48 4.550632540467235D0 0.0037 
GG-EXP1 27 SUBJECT-REL 11 "for" 133 5.581691431668592D0 0.0037 
GG-EXP1 27 SUBJECT-REL 12 "the" 28 1.8572135961245075D0 0.0037 
GG-EXP1 27 SUBJECT-REL 13 "story" 20 1.805225065007244D0 0.0037 
GG-EXP1 27 SUBJECT-REL 14 "*" 16 1.794875452846384D0 0.0037 
GG-EXP1 27 OBJECT-REL 1 "the" 26 1.6129543578790957D0 0.0037 
GG-EXP1 27 OBJECT-REL 2 "reporter" 46 3.889390552334894D0 0.0037 
GG-EXP1 27 OBJECT-REL 3 "who" 115 5.65544360578924D0 0.0037 
GG-EXP1 27 OBJECT-REL 4 "the" 18 2.2195329025997306D0 0.0037 
GG-EXP1 27 OBJECT-REL 5 "photographer" 85 4.782407132168267D0 0.0037 
GG-EXP1 27 OBJECT-REL 2 "reporter" 28 1.7247858995175633D0 0.0037 
GG-EXP1 27 OBJECT-REL 3 "who" 28 2.2196284363507983D0 0.0037 
GG-EXP1 27 OBJECT-REL 4 "the" 14 1.2377855398646662D0 0.0037 
GG-EXP1 27 OBJECT-REL 5 "photographer" 45 3.4728247850135974D0 0.0037 
GG-EXP1 27 OBJECT-REL 6 "sent" 35 2.8208123911165877D0 0.0037 
GG-EXP1 27 OBJECT-REL 7 "to" 95 4.854956900034854D0 0.0037 
GG-EXP1 27 OBJECT-REL 4 "the" 31 3.2529525408050834D0 0.0037 
GG-EXP1 27 OBJECT-REL 7 "to" 94 5.671294731891279D0 0.0037 
GG-EXP1 27 OBJECT-REL 8 "the" 92 5.350216230169471D0 0.0037 
GG-EXP1 27 OBJECT-REL 4 "the" 54 3.4811044738984527D0 0.0037 
GG-EXP1 27 OBJECT-REL 8 "the" 101 5.9939516300478894D0 0.0037 
GG-EXP1 27 OBJECT-REL 9 "editor" 33 2.438763454038218D0 0.0037 
GG-EXP1 27 OBJECT-REL 10 "hoped" 84 4.978241015343811D0 0.0037 
GG-EXP1 27 OBJECT-REL 11 "for" 21 1.3976539545459998D0 0.0037 
GG-EXP1 27 OBJECT-REL 12 "the" 54 3.6296301460210803D0 0.0037 
GG-EXP1 27 OBJECT-REL 13 "story" 87 5.3079005553329806D0 0.0037 
GG-EXP1 27 OBJECT-REL 14 "*" 17 1.0149664394112914D0 0.0037 
GG-EXP1 27 OBJECT-REL 13 "story" 17 0.45593233798042593D0 0.0037 
GG-EXP1 27 OBJECT-REL 14 "*" 18 0.723477921362846D0 0.0037 
GG-EXP1 28 SUBJECT-REL 1 "the" 15 1.4869216205678932D0 0.0037 
GG-EXP1 28 SUBJECT-REL 2 "reporter" 52 4.138025937437397D0 0.0037 
GG-EXP1 28 SUBJECT-REL 3 "who" 28 2.1437901422628327D0 0.0037 
GG-EXP1 28 SUBJECT-REL 4 "sent" 29 1.8804466890013138D0 0.0037 
GG-EXP1 28 SUBJECT-REL 5 "the" 42 3.037989662351949D0 0.0037 
GG-EXP1 28 SUBJECT-REL 6 "photographer" 146 6.132018090117005D0 0.0037 
GG-EXP1 28 SUBJECT-REL 7 "to" 35 3.190679882049689D0 0.0037 
GG-EXP1 28 SUBJECT-REL 8 "the" 19 1.5197022320248346D0 0.0037 
GG-EXP1 28 SUBJECT-REL 9 "editor" 40 3.6359748590032526D0 0.0037 
GG-EXP1 28 SUBJECT-REL 10 "hoped" 104 5.519927817594819D0 0.0037 
